DATE,urate,state
1999-06-01,6.3,WV
1999-07-01,6.3,WV
1999-08-01,6.2,WV
1999-09-01,6.2,WV
1999-10-01,6.1,WV
1999-11-01,5.9,WV
1999-12-01,5.8,WV
2000-01-01,5.7,WV
2000-02-01,5.6,WV
2000-03-01,5.6,WV
2000-04-01,5.5,WV
2000-05-01,5.6,WV
2000-06-01,5.5,WV
2000-07-01,5.5,WV
2000-08-01,5.5,WV
2000-09-01,5.4,WV
2000-10-01,5.3,WV
2000-11-01,5.2,WV
2000-12-01,5.2,WV
2001-01-01,5.1,WV
2001-02-01,5.1,WV
2001-03-01,5.1,WV
2001-04-01,5.1,WV
2001-05-01,5.1,WV
2001-06-01,5.2,WV
2001-07-01,5.2,WV
2001-08-01,5.2,WV
2001-09-01,5.2,WV
2001-10-01,5.3,WV
2001-11-01,5.3,WV
2001-12-01,5.3,WV
2002-01-01,5.4,WV
2002-02-01,5.6,WV
2002-03-01,5.7,WV
2002-04-01,5.9,WV
2002-05-01,6,WV
2002-06-01,6,WV
2002-07-01,6,WV
2002-08-01,5.9,WV
2002-09-01,5.9,WV
2002-10-01,5.9,WV
2002-11-01,5.9,WV
2002-12-01,6,WV
2003-01-01,6,WV
2003-02-01,6,WV
2003-03-01,6.1,WV
2003-04-01,6.1,WV
2003-05-01,6.1,WV
2003-06-01,6.1,WV
2003-07-01,6.1,WV
2003-08-01,6,WV
2003-09-01,5.9,WV
2003-10-01,5.7,WV
2003-11-01,5.6,WV
2003-12-01,5.4,WV
2004-01-01,5.4,WV
2004-02-01,5.3,WV
2004-03-01,5.3,WV
2004-04-01,5.3,WV
2004-05-01,5.3,WV
2004-06-01,5.3,WV
2004-07-01,5.3,WV
2004-08-01,5.2,WV
2004-09-01,5.1,WV
2004-10-01,5.1,WV
2004-11-01,5,WV
2004-12-01,5,WV
2005-01-01,4.9,WV
2005-02-01,4.9,WV
2005-03-01,4.9,WV
2005-04-01,4.9,WV
2005-05-01,4.9,WV
2005-06-01,4.9,WV
2005-07-01,4.9,WV
2005-08-01,5,WV
2005-09-01,4.9,WV
2005-10-01,4.8,WV
2005-11-01,4.7,WV
2005-12-01,4.5,WV
2006-01-01,4.4,WV
2006-02-01,4.3,WV
2006-03-01,4.3,WV
2006-04-01,4.4,WV
2006-05-01,4.6,WV
2006-06-01,4.7,WV
2006-07-01,4.8,WV
2006-08-01,4.8,WV
2006-09-01,4.7,WV
2006-10-01,4.6,WV
2006-11-01,4.4,WV
2006-12-01,4.3,WV
1988-01-01,5.3,FL
1988-02-01,5.3,FL
1988-03-01,5.3,FL
1988-04-01,5.3,FL
1988-05-01,5.2,FL
1988-06-01,5.2,FL
1988-07-01,5.2,FL
1988-08-01,5.2,FL
1988-09-01,5.3,FL
1988-10-01,5.3,FL
1988-11-01,5.4,FL
1988-12-01,5.4,FL
1989-01-01,5.4,FL
1989-02-01,5.5,FL
1989-03-01,5.5,FL
1989-04-01,5.6,FL
1989-05-01,5.7,FL
1989-06-01,5.7,FL
1989-07-01,5.7,FL
1989-08-01,5.7,FL
1989-09-01,5.7,FL
1989-10-01,5.8,FL
1989-11-01,5.8,FL
1989-12-01,5.9,FL
1990-01-01,5.9,FL
1990-02-01,5.9,FL
1990-03-01,6,FL
1990-04-01,6,FL
1990-05-01,6.1,FL
1990-06-01,6.1,FL
1990-07-01,6.2,FL
1990-08-01,6.3,FL
1990-09-01,6.4,FL
1990-10-01,6.5,FL
1990-11-01,6.7,FL
1990-12-01,6.8,FL
1991-01-01,7,FL
1991-02-01,7.1,FL
1991-03-01,7.3,FL
1991-04-01,7.4,FL
1991-05-01,7.5,FL
1991-06-01,7.6,FL
1991-07-01,7.6,FL
1991-08-01,7.7,FL
1991-09-01,7.8,FL
1991-10-01,8,FL
1991-11-01,8.2,FL
1991-12-01,8.3,FL
1992-01-01,8.5,FL
1992-02-01,8.6,FL
1992-03-01,8.6,FL
1992-04-01,8.6,FL
1992-05-01,8.6,FL
1992-06-01,8.6,FL
1992-07-01,8.7,FL
1992-08-01,8.7,FL
1992-09-01,8.7,FL
1992-10-01,7.6,FL
1992-11-01,7.6,FL
1992-12-01,7.6,FL
1993-01-01,7.5,FL
1993-02-01,7.5,FL
1993-03-01,7.4,FL
1993-04-01,7.4,FL
1993-05-01,7.3,FL
1993-06-01,7.3,FL
1993-07-01,7.2,FL
1993-08-01,7.1,FL
1993-09-01,7.1,FL
1993-10-01,7,FL
1993-11-01,7,FL
1993-12-01,7,FL
1994-01-01,7,FL
1994-02-01,7,FL
1994-03-01,7,FL
1994-04-01,6.9,FL
1994-05-01,6.8,FL
1994-06-01,6.7,FL
1994-07-01,6.5,FL
1994-08-01,6.4,FL
1994-09-01,6.3,FL
1994-10-01,6.1,FL
1994-11-01,5.9,FL
1994-12-01,5.8,FL
1995-01-01,5.6,FL
1995-02-01,5.6,FL
1995-03-01,5.6,FL
1995-04-01,5.6,FL
1995-05-01,5.7,FL
1995-06-01,5.8,FL
1995-07-01,5.8,FL
1995-08-01,5.8,FL
1995-09-01,5.7,FL
1995-10-01,5.7,FL
1995-11-01,5.6,FL
1995-12-01,5.5,FL
1996-01-01,5.5,FL
1996-02-01,5.4,FL
1996-03-01,5.4,FL
1996-04-01,5.4,FL
1996-05-01,5.3,FL
1996-06-01,5.4,FL
1996-07-01,5.3,FL
1996-08-01,5.3,FL
1996-09-01,5.2,FL
1996-10-01,5.2,FL
1996-11-01,5.2,FL
1996-12-01,5.2,FL
1997-01-01,5.2,FL
1997-02-01,5.2,FL
1997-03-01,5.2,FL
1997-04-01,5.2,FL
1997-05-01,5.1,FL
1997-06-01,5,FL
1997-07-01,5,FL
1997-08-01,4.9,FL
1997-09-01,4.8,FL
1997-10-01,4.8,FL
1997-11-01,4.7,FL
1997-12-01,4.7,FL
1998-01-01,4.7,FL
1998-02-01,4.7,FL
1998-03-01,4.6,FL
1998-04-01,4.6,FL
1998-05-01,4.6,FL
1998-06-01,4.5,FL
1998-07-01,4.5,FL
1998-08-01,4.4,FL
1998-09-01,4.4,FL
1998-10-01,4.3,FL
1998-11-01,4.2,FL
1998-12-01,4.2,FL
1999-01-01,4.1,FL
1999-02-01,4.1,FL
1999-03-01,4.1,FL
1999-04-01,4.1,FL
1999-05-01,4.1,FL
1999-06-01,4.1,FL
1999-07-01,4,FL
1999-08-01,3.9,FL
1999-09-01,3.9,FL
1999-10-01,3.9,FL
1999-11-01,3.8,FL
1999-12-01,3.8,FL
2000-01-01,3.8,FL
2000-02-01,3.8,FL
2000-03-01,3.8,FL
2000-04-01,3.9,FL
2000-05-01,3.9,FL
2000-06-01,3.9,FL
2000-07-01,3.9,FL
2000-08-01,3.8,FL
2000-09-01,3.8,FL
2000-10-01,3.8,FL
2000-11-01,3.8,FL
2000-12-01,3.8,FL
2001-01-01,3.9,FL
2001-02-01,4,FL
2001-03-01,4.1,FL
2001-04-01,4.1,FL
2001-05-01,4.3,FL
2001-06-01,4.3,FL
2001-07-01,4.4,FL
2001-08-01,4.4,FL
2001-09-01,4.6,FL
2001-10-01,5.9,FL
2001-11-01,6,FL
2001-12-01,6,FL
2002-01-01,6,FL
2002-02-01,6,FL
2002-03-01,5.9,FL
2002-04-01,5.9,FL
2002-05-01,5.8,FL
2002-06-01,5.7,FL
2002-07-01,5.7,FL
2002-08-01,5.6,FL
2002-09-01,5.5,FL
2002-10-01,5.5,FL
2002-11-01,5.5,FL
2002-12-01,5.5,FL
2003-01-01,5.5,FL
2003-02-01,5.5,FL
2003-03-01,5.4,FL
2003-04-01,5.4,FL
2003-05-01,5.5,FL
2003-06-01,5.4,FL
2003-07-01,5.4,FL
2003-08-01,5.3,FL
2003-09-01,5.2,FL
2003-10-01,5,FL
2003-11-01,4.9,FL
2003-12-01,4.9,FL
2004-01-01,4.8,FL
2004-02-01,4.8,FL
2004-03-01,4.8,FL
2004-04-01,4.8,FL
2004-05-01,4.7,FL
2004-06-01,4.7,FL
2004-07-01,4.6,FL
2004-08-01,4.6,FL
2004-09-01,4.5,FL
2004-10-01,4.5,FL
2004-11-01,4.5,FL
2004-12-01,4.4,FL
2005-01-01,4.3,FL
2005-02-01,4.3,FL
2005-03-01,4.1,FL
2005-04-01,4,FL
2005-05-01,3.9,FL
2005-06-01,3.8,FL
2005-07-01,3.7,FL
2005-08-01,3.6,FL
2005-09-01,3.6,FL
2005-10-01,3.5,FL
2005-11-01,3.5,FL
2005-12-01,3.4,FL
2006-01-01,3.3,FL
2006-02-01,3.3,FL
2006-03-01,3.3,FL
2006-04-01,3.3,FL
2006-05-01,3.3,FL
2006-06-01,3.3,FL
2006-07-01,3.3,FL
2006-08-01,3.3,FL
2006-09-01,3.4,FL
2006-10-01,3.4,FL
2006-11-01,3.4,FL
2006-12-01,3.5,FL
1988-01-01,6.9,WY
1988-02-01,6.6,WY
1988-03-01,6.4,WY
1988-04-01,6.3,WY
1988-05-01,6.3,WY
1988-06-01,6.4,WY
1988-07-01,6.5,WY
1988-08-01,6.6,WY
1988-09-01,6.7,WY
1988-10-01,6.6,WY
1988-11-01,6.6,WY
1988-12-01,6.5,WY
1989-01-01,6.3,WY
1989-02-01,6.3,WY
1989-03-01,6.2,WY
1989-04-01,6.2,WY
1989-05-01,6.3,WY
1989-06-01,6.3,WY
1989-07-01,6.3,WY
1989-08-01,6.3,WY
1989-09-01,6.3,WY
1989-10-01,6.2,WY
1989-11-01,6.1,WY
1989-12-01,6,WY
1990-01-01,5.9,WY
1990-02-01,5.7,WY
1990-03-01,5.5,WY
1990-04-01,5.3,WY
1990-05-01,5.1,WY
1990-06-01,5,WY
1990-07-01,4.9,WY
1990-08-01,5,WY
1990-09-01,5.1,WY
1990-10-01,5.3,WY
1990-11-01,5.5,WY
1990-12-01,5.5,WY
1991-01-01,5.5,WY
1991-02-01,5.4,WY
1991-03-01,5.3,WY
1991-04-01,5.1,WY
1991-05-01,5,WY
1991-06-01,4.9,WY
1991-07-01,4.8,WY
1991-08-01,4.9,WY
1991-09-01,5,WY
1991-10-01,5.2,WY
1991-11-01,5.4,WY
1991-12-01,5.6,WY
1992-01-01,5.7,WY
1992-02-01,5.8,WY
1992-03-01,5.8,WY
1992-04-01,5.8,WY
1992-05-01,5.7,WY
1992-06-01,5.7,WY
1992-07-01,5.6,WY
1992-08-01,5.5,WY
1992-09-01,5.5,WY
1992-10-01,5.4,WY
1992-11-01,5.4,WY
1992-12-01,5.4,WY
1993-01-01,5.5,WY
1993-02-01,5.5,WY
1993-03-01,5.6,WY
1993-04-01,5.6,WY
1993-05-01,5.6,WY
1993-06-01,5.6,WY
1993-07-01,5.5,WY
1993-08-01,5.4,WY
1993-09-01,5.4,WY
1993-10-01,5.4,WY
1993-11-01,5.4,WY
1993-12-01,5.5,WY
1994-01-01,5.6,WY
1994-02-01,5.6,WY
1994-03-01,5.6,WY
1994-04-01,5.4,WY
1994-05-01,5.2,WY
1994-06-01,5,WY
1994-07-01,4.9,WY
1994-08-01,4.7,WY
1994-09-01,4.6,WY
1994-10-01,4.6,WY
1994-11-01,4.5,WY
1994-12-01,4.5,WY
1995-01-01,4.5,WY
1995-02-01,4.6,WY
1995-03-01,4.7,WY
1995-04-01,4.8,WY
1995-05-01,4.9,WY
1995-06-01,5,WY
1995-07-01,5,WY
1995-08-01,5,WY
1995-09-01,5,WY
1995-10-01,5,WY
1995-11-01,5,WY
1995-12-01,5,WY
1996-01-01,5.1,WY
1996-02-01,5.1,WY
1996-03-01,5.1,WY
1996-04-01,5,WY
